Year,District,Crime_Type,Count
2015,TOTAL,Cyber Crime,650
2015,TOTAL,Road Accident Deaths,13272
2015,TOTAL,Economic Crime,900
2016,Ariyalur,Murder,320
2016,Ariyalur,Assault,1100
2016,Ariyalur,Theft,1100
2016,Ariyalur,Robbery,320
2016,Ariyalur,Kidnapping,320
2016,Ariyalur,Cyber Crime,800
2016,Ariyalur,Road Accident Deaths,148
2016,Ariyalur,Economic Crime,1000
2016,Chennai,Murder,320
2016,Chennai,Assault,1100
2016,Chennai,Theft,1100
2016,Chennai,Robbery,320
2016,Chennai,Kidnapping,320
2016,Chennai,Cyber Crime,800
2016,Chennai,Road Accident Deaths,897
2016,Chennai,Economic Crime,1000
2016,Coimbatore,Murder,320
2016,Coimbatore,Assault,1100
2016,Coimbatore,Theft,1100
2016,Coimbatore,Robbery,320
2016,Coimbatore,Kidnapping,320
2016,Coimbatore,Cyber Crime,800
2016,Coimbatore,Road Accident Deaths,545
2016,Coimbatore,Economic Crime,1000
2016,Coimbatore  City,Murder,320
2016,Coimbatore  City,Assault,1100
2016,Coimbatore  City,Theft,1100
2016,Coimbatore  City,Robbery,320
2016,Coimbatore  City,Kidnapping,320
2016,Coimbatore  City,Cyber Crime,800
2016,Coimbatore  City,Road Accident Deaths,213
2016,Coimbatore  City,Economic Crime,1000
2016,Cuddalore,Murder,320
2016,Cuddalore,Assault,1100
2016,Cuddalore,Theft,1100
2016,Cuddalore,Robbery,320
2016,Cuddalore,Kidnapping,320
2016,Cuddalore,Cyber Crime,800
2016,Cuddalore,Road Accident Deaths,483
2016,Cuddalore,Economic Crime,1000
2016,Dharmapuri,Murder,320
2016,Dharmapuri,Assault,1100
2016,Dharmapuri,Theft,1100
2016,Dharmapuri,Robbery,320
2016,Dharmapuri,Kidnapping,320
2016,Dharmapuri,Cyber Crime,800
2016,Dharmapuri,Road Accident Deaths,283
2016,Dharmapuri,Economic Crime,1000
2016,Dindigul,Murder,320
2016,Dindigul,Assault,1100
2016,Dindigul,Theft,1100
2016,Dindigul,Robbery,320
2016,Dindigul,Kidnapping,320
2016,Dindigul,Cyber Crime,800
2016,Dindigul,Road Accident Deaths,468
2016,Dindigul,Economic Crime,1000
2016,Erode,Murder,320
2016,Erode,Assault,1100
2016,Erode,Theft,1100
2016,Erode,Robbery,320
2016,Erode,Kidnapping,320
2016,Erode,Cyber Crime,800
2016,Erode,Road Accident Deaths,454
2016,Erode,Economic Crime,1000
2016,Kanchipuram,Murder,320
2016,Kanchipuram,Assault,1100
2016,Kanchipuram,Theft,1100
2016,Kanchipuram,Robbery,320
2016,Kanchipuram,Kidnapping,320
2016,Kanchipuram,Cyber Crime,800
2016,Kanchipuram,Road Accident Deaths,214
2016,Kanchipuram,Economic Crime,1000
2016,Kanyakumari,Murder,320
2016,Kanyakumari,Assault,1100
2016,Kanyakumari,Theft,1100
2016,Kanyakumari,Robbery,320
2016,Kanyakumari,Kidnapping,320
2016,Kanyakumari,Cyber Crime,800
2016,Kanyakumari,Road Accident Deaths,282
2016,Kanyakumari,Economic Crime,1000
2016,Karur,Murder,320
2016,Karur,Assault,1100
2016,Karur,Theft,1100
2016,Karur,Robbery,320
2016,Karur,Kidnapping,320
2016,Karur,Cyber Crime,800
2016,Karur,Road Accident Deaths,361
2016,Karur,Economic Crime,1000
2016,Krishnagiri,Murder,320
2016,Krishnagiri,Assault,1100
2016,Krishnagiri,Theft,1100
2016,Krishnagiri,Robbery,320
2016,Krishnagiri,Kidnapping,320
2016,Krishnagiri,Cyber Crime,800
2016,Krishnagiri,Road Accident Deaths,499
2016,Krishnagiri,Economic Crime,1000
2016,Madurai,Murder,320
2016,Madurai,Assault,1100
2016,Madurai,Theft,1100
2016,Madurai,Robbery,320
2016,Madurai,Kidnapping,320
2016,Madurai,Cyber Crime,800
2016,Madurai,Road Accident Deaths,486
2016,Madurai,Economic Crime,1000
2016,Madurai City,Murder,320
2016,Madurai City,Assault,1100
2016,Madurai City,Theft,1100
2016,Madurai City,Robbery,320
2016,Madurai City,Kidnapping,320
2016,Madurai City,Cyber Crime,800
2016,Madurai City,Road Accident Deaths,139
2016,Madurai City,Economic Crime,1000
2016,Nagapattinam,Murder,320
2016,Nagapattinam,Assault,1100
2016,Nagapattinam,Theft,1100
2016,Nagapattinam,Robbery,320
2016,Nagapattinam,Kidnapping,320
2016,Nagapattinam,Cyber Crime,800
2016,Nagapattinam,Road Accident Deaths,202
2016,Nagapattinam,Economic Crime,1000
2016,Namakkal,Murder,320
2016,Namakkal,Assault,1100
2016,Namakkal,Theft,1100
2016,Namakkal,Robbery,320
2016,Namakkal,Kidnapping,320
2016,Namakkal,Cyber Crime,800
2016,Namakkal,Road Accident Deaths,379
2016,Namakkal,Economic Crime,1000
2016,Nilgiris,Murder,320
2016,Nilgiris,Assault,1100
2016,Nilgiris,Theft,1100
2016,Nilgiris,Robbery,320
2016,Nilgiris,Kidnapping,320
2016,Nilgiris,Cyber Crime,800
2016,Nilgiris,Road Accident Deaths,29
2016,Nilgiris,Economic Crime,1000
2016,Perambalur,Murder,320
2016,Perambalur,Assault,1100
2016,Perambalur,Theft,1100
2016,Perambalur,Robbery,320
2016,Perambalur,Kidnapping,320
2016,Perambalur,Cyber Crime,800
2016,Perambalur,Road Accident Deaths,150
2016,Perambalur,Economic Crime,1000
2016,Pudukottai,Murder,320
2016,Pudukottai,Assault,1100
2016,Pudukottai,Theft,1100
2016,Pudukottai,Robbery,320
2016,Pudukottai,Kidnapping,320
2016,Pudukottai,Cyber Crime,800
2016,Pudukottai,Road Accident Deaths,331
2016,Pudukottai,Economic Crime,1000
2016,Ramnathapuram,Murder,320
2016,Ramnathapuram,Assault,1100
2016,Ramnathapuram,Theft,1100
2016,Ramnathapuram,Robbery,320
2016,Ramnathapuram,Kidnapping,320
2016,Ramnathapuram,Cyber Crime,800
2016,Ramnathapuram,Road Accident Deaths,292
2016,Ramnathapuram,Economic Crime,1000
2016,Railway Chennai,Murder,320
2016,Railway Chennai,Assault,1100
2016,Railway Chennai,Theft,1100
2016,Railway Chennai,Robbery,320
2016,Railway Chennai,Kidnapping,320
2016,Railway Chennai,Cyber Crime,800
2016,Railway Chennai,Road Accident Deaths,0
2016,Railway Chennai,Economic Crime,1000
2016,Railway Trichy,Murder,320
2016,Railway Trichy,Assault,1100
2016,Railway Trichy,Theft,1100
2016,Railway Trichy,Robbery,320
2016,Railway Trichy,Kidnapping,320
2016,Railway Trichy,Cyber Crime,800
2016,Railway Trichy,Road Accident Deaths,0
2016,Railway Trichy,Economic Crime,1000
2016,Salem,Murder,320
2016,Salem,Assault,1100
2016,Salem,Theft,1100
2016,Salem,Robbery,320
2016,Salem,Kidnapping,320
2016,Salem,Cyber Crime,800
2016,Salem,Road Accident Deaths,514
2016,Salem,Economic Crime,1000
2016,Salem City,Murder,320
2016,Salem City,Assault,1100
2016,Salem City,Theft,1100
2016,Salem City,Robbery,320
2016,Salem City,Kidnapping,320
2016,Salem City,Cyber Crime,800
2016,Salem City,Road Accident Deaths,135
2016,Salem City,Economic Crime,1000
2016,Sivagangai,Murder,320
2016,Sivagangai,Assault,1100
2016,Sivagangai,Theft,1100
2016,Sivagangai,Robbery,320
2016,Sivagangai,Kidnapping,320
2016,Sivagangai,Cyber Crime,800
2016,Sivagangai,Road Accident Deaths,294
2016,Sivagangai,Economic Crime,1000
2016,Thanjavur,Murder,320
2016,Thanjavur,Assault,1100
2016,Thanjavur,Theft,1100
2016,Thanjavur,Robbery,320
2016,Thanjavur,Kidnapping,320
2016,Thanjavur,Cyber Crime,800
2016,Thanjavur,Road Accident Deaths,382
2016,Thanjavur,Economic Crime,1000
2016,Theni,Murder,320
2016,Theni,Assault,1100
2016,Theni,Theft,1100
2016,Theni,Robbery,320
2016,Theni,Kidnapping,320
2016,Theni,Cyber Crime,800
2016,Theni,Road Accident Deaths,207
2016,Theni,Economic Crime,1000
2016,Thirunelveli,Murder,320
2016,Thirunelveli,Assault,1100
2016,Thirunelveli,Theft,1100
2016,Thirunelveli,Robbery,320
2016,Thirunelveli,Kidnapping,320
2016,Thirunelveli,Cyber Crime,800
2016,Thirunelveli,Road Accident Deaths,243
2016,Thirunelveli,Economic Crime,1000
2016,Thirunelveli City,Murder,320
2016,Thirunelveli City,Assault,1100
2016,Thirunelveli City,Theft,1100
2016,Thirunelveli City,Robbery,320
2016,Thirunelveli City,Kidnapping,320
2016,Thirunelveli City,Cyber Crime,800
2016,Thirunelveli City,Road Accident Deaths,69
2016,Thirunelveli City,Economic Crime,1000
2016,Thiruvallur,Murder,320
2016,Thiruvallur,Assault,1100
2016,Thiruvallur,Theft,1100
2016,Thiruvallur,Robbery,320
2016,Thiruvallur,Kidnapping,320
2016,Thiruvallur,Cyber Crime,800
2016,Thiruvallur,Road Accident Deaths,292
2016,Thiruvallur,Economic Crime,1000
2016,Thiruvannamalai,Murder,320
2016,Thiruvannamalai,Assault,1100
2016,Thiruvannamalai,Theft,1100
2016,Thiruvannamalai,Robbery,320
2016,Thiruvannamalai,Kidnapping,320
2016,Thiruvannamalai,Cyber Crime,800
2016,Thiruvannamalai,Road Accident Deaths,450
2016,Thiruvannamalai,Economic Crime,1000
2016,Thiruvarur,Murder,320
2016,Thiruvarur,Assault,1100
2016,Thiruvarur,Theft,1100
2016,Thiruvarur,Robbery,320
2016,Thiruvarur,Kidnapping,320
2016,Thiruvarur,Cyber Crime,800
2016,Thiruvarur,Road Accident Deaths,149
2016,Thiruvarur,Economic Crime,1000
2016,Thoothukudi,Murder,320
2016,Thoothukudi,Assault,1100
2016,Thoothukudi,Theft,1100
2016,Thoothukudi,Robbery,320
2016,Thoothukudi,Kidnapping,320
2016,Thoothukudi,Cyber Crime,800
2016,Thoothukudi,Road Accident Deaths,341
2016,Thoothukudi,Economic Crime,1000
2016,Tiruppur,Murder,320
2016,Tiruppur,Assault,1100
2016,Tiruppur,Theft,1100
2016,Tiruppur,Robbery,320
2016,Tiruppur,Kidnapping,320
2016,Tiruppur,Cyber Crime,800
2016,Tiruppur,Road Accident Deaths,574
2016,Tiruppur,Economic Crime,1000
2016,Tiruppur City,Murder,320
2016,Tiruppur City,Assault,1100
2016,Tiruppur City,Theft,1100
2016,Tiruppur City,Robbery,320
2016,Tiruppur City,Kidnapping,320
2016,Tiruppur City,Cyber Crime,800
2016,Tiruppur City,Road Accident Deaths,132
2016,Tiruppur City,Economic Crime,1000
2016,Trichy,Murder,320
2016,Trichy,Assault,1100
2016,Trichy,Theft,1100
2016,Trichy,Robbery,320
2016,Trichy,Kidnapping,320
2016,Trichy,Cyber Crime,800
2016,Trichy,Road Accident Deaths,458
2016,Trichy,Economic Crime,1000
2016,Trichy City,Murder,320
2016,Trichy City,Assault,1100
2016,Trichy City,Theft,1100
2016,Trichy City,Robbery,320
2016,Trichy City,Kidnapping,320
2016,Trichy City,Cyber Crime,800
2016,Trichy City,Road Accident Deaths,115
2016,Trichy City,Economic Crime,1000
2016,Vellore,Murder,320
2016,Vellore,Assault,1100
2016,Vellore,Theft,1100
2016,Vellore,Robbery,320
2016,Vellore,Kidnapping,320
2016,Vellore,Cyber Crime,800
2016,Vellore,Road Accident Deaths,218
2016,Vellore,Economic Crime,1000
2016,Villupuram,Murder,320
2016,Villupuram,Assault,1100
2016,Villupuram,Theft,1100
2016,Villupuram,Robbery,320
2016,Villupuram,Kidnapping,320
2016,Villupuram,Cyber Crime,800
2016,Villupuram,Road Accident Deaths,462
2016,Villupuram,Economic Crime,1000
2016,Virudhunagar,Murder,320
2016,Virudhunagar,Assault,1100
2016,Virudhunagar,Theft,1100
2016,Virudhunagar,Robbery,320
2016,Virudhunagar,Kidnapping,320
2016,Virudhunagar,Cyber Crime,800
2016,Virudhunagar,Road Accident Deaths,379
2016,Virudhunagar,Economic Crime,1000
2016,Cyber Cell,Murder,320
2016,Cyber Cell,Assault,1100
2016,Cyber Cell,Theft,1100
2016,Cyber Cell,Robbery,320
2016,Cyber Cell,Kidnapping,320
2016,Cyber Cell,Cyber Crime,800
2016,Cyber Cell,Road Accident Deaths,0
2016,Cyber Cell,Economic Crime,1000
2016,Other Units,Murder,320
2016,Other Units,Assault,1100
2016,Other Units,Theft,1100
2016,Other Units,Robbery,320
2016,Other Units,Kidnapping,320
2016,Other Units,Cyber Crime,800
2016,Other Units,Road Accident Deaths,0
2016,Other Units,Economic Crime,1000
2016,Chengalpattu,Murder,320
2016,Chengalpattu,Assault,1100
2016,Chengalpattu,Theft,1100
2016,Chengalpattu,Robbery,320
2016,Chengalpattu,Kidnapping,320
2016,Chengalpattu,Cyber Crime,800
2016,Chengalpattu,Road Accident Deaths,415
2016,Chengalpattu,Economic Crime,1000
2016,Kallakurichi,Murder,320
2016,Kallakurichi,Assault,1100
2016,Kallakurichi,Theft,1100
2016,Kallakurichi,Robbery,320
2016,Kallakurichi,Kidnapping,320
2016,Kallakurichi,Cyber Crime,800
2016,Kallakurichi,Road Accident Deaths,234
2016,Kallakurichi,Economic Crime,1000
2016,Ranipet,Murder,320
2016,Ranipet,Assault,1100
2016,Ranipet,Theft,1100
2016,Ranipet,Robbery,320
2016,Ranipet,Kidnapping,320
2016,Ranipet,Cyber Crime,800
2016,Ranipet,Road Accident Deaths,219
2016,Ranipet,Economic Crime,1000
2016,Tiruppattur,Murder,320
2016,Tiruppattur,Assault,1100
2016,Tiruppattur,Theft,1100
2016,Tiruppattur,Robbery,320
2016,Tiruppattur,Kidnapping,320
2016,Tiruppattur,Cyber Crime,800
2016,Tiruppattur,Road Accident Deaths,200
2016,Tiruppattur,Economic Crime,1000
2016,Tenkasi,Murder,320
2016,Tenkasi,Assault,1100
2016,Tenkasi,Theft,1100
2016,Tenkasi,Robbery,320
2016,Tenkasi,Kidnapping,320
2016,Tenkasi,Cyber Crime,800
2016,Tenkasi,Road Accident Deaths,207
2016,Tenkasi,Economic Crime,1000
2016,TOTAL,Murder,320
2016,TOTAL,Assault,1100
2016,TOTAL,Theft,1100
2016,TOTAL,Robbery,320
2016,TOTAL,Kidnapping,320
2016,TOTAL,Cyber Crime,800
2016,TOTAL,Road Accident Deaths,13567
2016,TOTAL,Economic Crime,1000
2017,Ariyalur,Murder,330
2017,Ariyalur,Assault,1150
2017,Ariyalur,Theft,1150
2017,Ariyalur,Robbery,330
2017,Ariyalur,Kidnapping,330
2017,Ariyalur,Cyber Crime,950
2017,Ariyalur,Road Accident Deaths,151
2017,Ariyalur,Economic Crime,1100
2017,Chennai,Murder,330
2017,Chennai,Assault,1150
2017,Chennai,Theft,1150
2017,Chennai,Robbery,330
2017,Chennai,Kidnapping,330
2017,Chennai,Cyber Crime,950
2017,Chennai,Road Accident Deaths,916
2017,Chennai,Economic Crime,1100
2017,Coimbatore,Murder,330
2017,Coimbatore,Assault,1150
2017,Coimbatore,Theft,1150
2017,Coimbatore,Robbery,330
2017,Coimbatore,Kidnapping,330
2017,Coimbatore,Cyber Crime,950
2017,Coimbatore,Road Accident Deaths,557
2017,Coimbatore,Economic Crime,1100
2017,Coimbatore  City,Murder,330
2017,Coimbatore  City,Assault,1150
2017,Coimbatore  City,Theft,1150
2017,Coimbatore  City,Robbery,330
2017,Coimbatore  City,Kidnapping,330
2017,Coimbatore  City,Cyber Crime,950
2017,Coimbatore  City,Road Accident Deaths,218
2017,Coimbatore  City,Economic Crime,1100
2017,Cuddalore,Murder,330
2017,Cuddalore,Assault,1150
2017,Cuddalore,Theft,1150
2017,Cuddalore,Robbery,330
2017,Cuddalore,Kidnapping,330
2017,Cuddalore,Cyber Crime,950
2017,Cuddalore,Road Accident Deaths,493
2017,Cuddalore,Economic Crime,1100
2017,Dharmapuri,Murder,330
2017,Dharmapuri,Assault,1150
2017,Dharmapuri,Theft,1150
2017,Dharmapuri,Robbery,330
2017,Dharmapuri,Kidnapping,330
2017,Dharmapuri,Cyber Crime,950
2017,Dharmapuri,Road Accident Deaths,289
2017,Dharmapuri,Economic Crime,1100
2017,Dindigul,Murder,330
2017,Dindigul,Assault,1150
2017,Dindigul,Theft,1150
2017,Dindigul,Robbery,330
2017,Dindigul,Kidnapping,330
2017,Dindigul,Cyber Crime,950
2017,Dindigul,Road Accident Deaths,478
2017,Dindigul,Economic Crime,1100
2017,Erode,Murder,330
2017,Erode,Assault,1150
2017,Erode,Theft,1150
2017,Erode,Robbery,330
2017,Erode,Kidnapping,330
2017,Erode,Cyber Crime,950
2017,Erode,Road Accident Deaths,464
2017,Erode,Economic Crime,1100
2017,Kanchipuram,Murder,330
2017,Kanchipuram,Assault,1150
2017,Kanchipuram,Theft,1150
2017,Kanchipuram,Robbery,330
2017,Kanchipuram,Kidnapping,330
2017,Kanchipuram,Cyber Crime,950
2017,Kanchipuram,Road Accident Deaths,219
2017,Kanchipuram,Economic Crime,1100
2017,Kanyakumari,Murder,330
2017,Kanyakumari,Assault,1150
2017,Kanyakumari,Theft,1150
2017,Kanyakumari,Robbery,330
2017,Kanyakumari,Kidnapping,330
2017,Kanyakumari,Cyber Crime,950
2017,Kanyakumari,Road Accident Deaths,288
2017,Kanyakumari,Economic Crime,1100
2017,Karur,Murder,330
2017,Karur,Assault,1150
2017,Karur,Theft,1150
2017,Karur,Robbery,330
2017,Karur,Kidnapping,330
2017,Karur,Cyber Crime,950
2017,Karur,Road Accident Deaths,369
2017,Karur,Economic Crime,1100
2017,Krishnagiri,Murder,330
2017,Krishnagiri,Assault,1150
2017,Krishnagiri,Theft,1150
2017,Krishnagiri,Robbery,330
2017,Krishnagiri,Kidnapping,330
2017,Krishnagiri,Cyber Crime,950
2017,Krishnagiri,Road Accident Deaths,510
2017,Krishnagiri,Economic Crime,1100
2017,Madurai,Murder,330
2017,Madurai,Assault,1150
2017,Madurai,Theft,1150
2017,Madurai,Robbery,330
2017,Madurai,Kidnapping,330
2017,Madurai,Cyber Crime,950
2017,Madurai,Road Accident Deaths,497
2017,Madurai,Economic Crime,1100
2017,Madurai City,Murder,330
2017,Madurai City,Assault,1150
2017,Madurai City,Theft,1150
2017,Madurai City,Robbery,330
2017,Madurai City,Kidnapping,330
2017,Madurai City,Cyber Crime,950
2017,Madurai City,Road Accident Deaths,142
2017,Madurai City,Economic Crime,1100
2017,Nagapattinam,Murder,330
2017,Nagapattinam,Assault,1150
2017,Nagapattinam,Theft,1150
2017,Nagapattinam,Robbery,330
2017,Nagapattinam,Kidnapping,330
2017,Nagapattinam,Cyber Crime,950
2017,Nagapattinam,Road Accident Deaths,206
2017,Nagapattinam,Economic Crime,1100
2017,Namakkal,Murder,330
2017,Namakkal,Assault,1150
2017,Namakkal,Theft,1150
2017,Namakkal,Robbery,330
2017,Namakkal,Kidnapping,330
2017,Namakkal,Cyber Crime,950
2017,Namakkal,Road Accident Deaths,388
2017,Namakkal,Economic Crime,1100
2017,Nilgiris,Murder,330
2017,Nilgiris,Assault,1150
2017,Nilgiris,Theft,1150
2017,Nilgiris,Robbery,330
2017,Nilgiris,Kidnapping,330
2017,Nilgiris,Cyber Crime,950
2017,Nilgiris,Road Accident Deaths,30
2017,Nilgiris,Economic Crime,1100
2017,Perambalur,Murder,330
2017,Perambalur,Assault,1150
2017,Perambalur,Theft,1150
2017,Perambalur,Robbery,330
2017,Perambalur,Kidnapping,330
2017,Perambalur,Cyber Crime,950
2017,Perambalur,Road Accident Deaths,154
2017,Perambalur,Economic Crime,1100
2017,Pudukottai,Murder,330
2017,Pudukottai,Assault,1150
2017,Pudukottai,Theft,1150
2017,Pudukottai,Robbery,330
2017,Pudukottai,Kidnapping,330
2017,Pudukottai,Cyber Crime,950
2017,Pudukottai,Road Accident Deaths,338
2017,Pudukottai,Economic Crime,1100
2017,Ramnathapuram,Murder,330
2017,Ramnathapuram,Assault,1150
2017,Ramnathapuram,Theft,1150
2017,Ramnathapuram,Robbery,330
2017,Ramnathapuram,Kidnapping,330
2017,Ramnathapuram,Cyber Crime,950
2017,Ramnathapuram,Road Accident Deaths,298
2017,Ramnathapuram,Economic Crime,1100
2017,Railway Chennai,Murder,330
2017,Railway Chennai,Assault,1150
2017,Railway Chennai,Theft,1150
2017,Railway Chennai,Robbery,330
2017,Railway Chennai,Kidnapping,330
2017,Railway Chennai,Cyber Crime,950
2017,Railway Chennai,Road Accident Deaths,0
2017,Railway Chennai,Economic Crime,1100
2017,Railway Trichy,Murder,330
2017,Railway Trichy,Assault,1150
2017,Railway Trichy,Theft,1150
2017,Railway Trichy,Robbery,330
2017,Railway Trichy,Kidnapping,330
2017,Railway Trichy,Cyber Crime,950
2017,Railway Trichy,Road Accident Deaths,0
2017,Railway Trichy,Economic Crime,1100
2017,Salem,Murder,330
2017,Salem,Assault,1150
2017,Salem,Theft,1150
2017,Salem,Robbery,330
2017,Salem,Kidnapping,330
2017,Salem,Cyber Crime,950
2017,Salem,Road Accident Deaths,525
2017,Salem,Economic Crime,1100
2017,Salem City,Murder,330
2017,Salem City,Assault,1150
2017,Salem City,Theft,1150
2017,Salem City,Robbery,330
2017,Salem City,Kidnapping,330
2017,Salem City,Cyber Crime,950
2017,Salem City,Road Accident Deaths,138
2017,Salem City,Economic Crime,1100
2017,Sivagangai,Murder,330
2017,Sivagangai,Assault,1150
2017,Sivagangai,Theft,1150
2017,Sivagangai,Robbery,330
2017,Sivagangai,Kidnapping,330
2017,Sivagangai,Cyber Crime,950
2017,Sivagangai,Road Accident Deaths,300
2017,Sivagangai,Economic Crime,1100
2017,Thanjavur,Murder,330
2017,Thanjavur,Assault,1150
2017,Thanjavur,Theft,1150
2017,Thanjavur,Robbery,330
2017,Thanjavur,Kidnapping,330
2017,Thanjavur,Cyber Crime,950
2017,Thanjavur,Road Accident Deaths,391
2017,Thanjavur,Economic Crime,1100
2017,Theni,Murder,330
2017,Theni,Assault,1150
2017,Theni,Theft,1150
2017,Theni,Robbery,330
2017,Theni,Kidnapping,330
2017,Theni,Cyber Crime,950
2017,Theni,Road Accident Deaths,212
2017,Theni,Economic Crime,1100
2017,Thirunelveli,Murder,330
2017,Thirunelveli,Assault,1150
2017,Thirunelveli,Theft,1150
2017,Thirunelveli,Robbery,330
2017,Thirunelveli,Kidnapping,330
2017,Thirunelveli,Cyber Crime,950
2017,Thirunelveli,Road Accident Deaths,249
2017,Thirunelveli,Economic Crime,1100
2017,Thirunelveli City,Murder,330
2017,Thirunelveli City,Assault,1150
2017,Thirunelveli City,Theft,1150
2017,Thirunelveli City,Robbery,330
2017,Thirunelveli City,Kidnapping,330
2017,Thirunelveli City,Cyber Crime,950
2017,Thirunelveli City,Road Accident Deaths,71
2017,Thirunelveli City,Economic Crime,1100
2017,Thiruvallur,Murder,330
2017,Thiruvallur,Assault,1150
2017,Thiruvallur,Theft,1150
2017,Thiruvallur,Robbery,330
2017,Thiruvallur,Kidnapping,330
2017,Thiruvallur,Cyber Crime,950
2017,Thiruvallur,Road Accident Deaths,298
2017,Thiruvallur,Economic Crime,1100
2017,Thiruvannamalai,Murder,330
2017,Thiruvannamalai,Assault,1150
2017,Thiruvannamalai,Theft,1150
2017,Thiruvannamalai,Robbery,330
2017,Thiruvannamalai,Kidnapping,330
2017,Thiruvannamalai,Cyber Crime,950
2017,Thiruvannamalai,Road Accident Deaths,460
2017,Thiruvannamalai,Economic Crime,1100
2017,Thiruvarur,Murder,330
2017,Thiruvarur,Assault,1150
2017,Thiruvarur,Theft,1150
2017,Thiruvarur,Robbery,330
2017,Thiruvarur,Kidnapping,330
2017,Thiruvarur,Cyber Crime,950
2017,Thiruvarur,Road Accident Deaths,152
2017,Thiruvarur,Economic Crime,1100
2017,Thoothukudi,Murder,330
2017,Thoothukudi,Assault,1150
2017,Thoothukudi,Theft,1150
2017,Thoothukudi,Robbery,330
2017,Thoothukudi,Kidnapping,330
2017,Thoothukudi,Cyber Crime,950
2017,Thoothukudi,Road Accident Deaths,348
2017,Thoothukudi,Economic Crime,1100
2017,Tiruppur,Murder,330
2017,Tiruppur,Assault,1150
2017,Tiruppur,Theft,1150
2017,Tiruppur,Robbery,330
2017,Tiruppur,Kidnapping,330
2017,Tiruppur,Cyber Crime,950
2017,Tiruppur,Road Accident Deaths,586
2017,Tiruppur,Economic Crime,1100
2017,Tiruppur City,Murder,330
2017,Tiruppur City,Assault,1150
2017,Tiruppur City,Theft,1150
2017,Tiruppur City,Robbery,330
2017,Tiruppur City,Kidnapping,330
2017,Tiruppur City,Cyber Crime,950
2017,Tiruppur City,Road Accident Deaths,135
2017,Tiruppur City,Economic Crime,1100
2017,Trichy,Murder,330
2017,Trichy,Assault,1150
2017,Trichy,Theft,1150
2017,Trichy,Robbery,330
2017,Trichy,Kidnapping,330
2017,Trichy,Cyber Crime,950
2017,Trichy,Road Accident Deaths,468
2017,Trichy,Economic Crime,1100
2017,Trichy City,Murder,330
2017,Trichy City,Assault,1150
2017,Trichy City,Theft,1150
2017,Trichy City,Robbery,330
2017,Trichy City,Kidnapping,330
2017,Trichy City,Cyber Crime,950
2017,Trichy City,Road Accident Deaths,118
2017,Trichy City,Economic Crime,1100
2017,Vellore,Murder,330
2017,Vellore,Assault,1150
2017,Vellore,Theft,1150
2017,Vellore,Robbery,330
2017,Vellore,Kidnapping,330
2017,Vellore,Cyber Crime,950
2017,Vellore,Road Accident Deaths,223
2017,Vellore,Economic Crime,1100
2017,Villupuram,Murder,330
2017,Villupuram,Assault,1150
2017,Villupuram,Theft,1150
2017,Villupuram,Robbery,330
2017,Villupuram,Kidnapping,330
2017,Villupuram,Cyber Crime,950
2017,Villupuram,Road Accident Deaths,472
2017,Villupuram,Economic Crime,1100
2017,Virudhunagar,Murder,330
2017,Virudhunagar,Assault,1150
2017,Virudhunagar,Theft,1150
2017,Virudhunagar,Robbery,330
2017,Virudhunagar,Kidnapping,330
2017,Virudhunagar,Cyber Crime,950
2017,Virudhunagar,Road Accident Deaths,388
2017,Virudhunagar,Economic Crime,1100
2017,Cyber Cell,Murder,330
2017,Cyber Cell,Assault,1150
2017,Cyber Cell,Theft,1150
2017,Cyber Cell,Robbery,330
2017,Cyber Cell,Kidnapping,330
2017,Cyber Cell,Cyber Crime,950
2017,Cyber Cell,Road Accident Deaths,0
2017,Cyber Cell,Economic Crime,1100
2017,Other Units,Murder,330
2017,Other Units,Assault,1150
2017,Other Units,Theft,1150
2017,Other Units,Robbery,330
2017,Other Units,Kidnapping,330
2017,Other Units,Cyber Crime,950
2017,Other Units,Road Accident Deaths,0
2017,Other Units,Economic Crime,1100
2017,Chengalpattu,Murder,330
2017,Chengalpattu,Assault,1150
2017,Chengalpattu,Theft,1150
2017,Chengalpattu,Robbery,330
2017,Chengalpattu,Kidnapping,330
2017,Chengalpattu,Cyber Crime,950
2017,Chengalpattu,Road Accident Deaths,424
2017,Chengalpattu,Economic Crime,1100
2017,Kallakurichi,Murder,330
2017,Kallakurichi,Assault,1150
2017,Kallakurichi,Theft,1150
2017,Kallakurichi,Robbery,330
2017,Kallakurichi,Kidnapping,330
2017,Kallakurichi,Cyber Crime,950
2017,Kallakurichi,Road Accident Deaths,239
2017,Kallakurichi,Economic Crime,1100
2017,Ranipet,Murder,330
2017,Ranipet,Assault,1150
2017,Ranipet,Theft,1150
2017,Ranipet,Robbery,330
2017,Ranipet,Kidnapping,330
2017,Ranipet,Cyber Crime,950
2017,Ranipet,Road Accident Deaths,224
2017,Ranipet,Economic Crime,1100
2017,Tiruppattur,Murder,330
2017,Tiruppattur,Assault,1150
2017,Tiruppattur,Theft,1150
2017,Tiruppattur,Robbery,330
2017,Tiruppattur,Kidnapping,330
2017,Tiruppattur,Cyber Crime,950
2017,Tiruppattur,Road Accident Deaths,204
2017,Tiruppattur,Economic Crime,1100
2017,Tenkasi,Murder,330
2017,Tenkasi,Assault,1150
2017,Tenkasi,Theft,1150
2017,Tenkasi,Robbery,330
2017,Tenkasi,Kidnapping,330
